"Inicio del informe","Fin del informe","Nombre de la campaña","Entrega de la campaña",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (COP)",Impresiones,Alcance,Finalización,"Configuración de atribución"
2026-02-01,2026-02-28,"VENTAS | Diatomeas | COL | 05/11/25",not_delivering,31,actions:offsite_conversion.fb_pixel_purchase,4487.70967742,5000,Diario,139119,33978,10219,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa"
